syndrome_name,ala_flare_angle,canthal_to_pupillary_ratio,cheek_area_asym,cheek_area_l,cheek_area_mean,cheek_area_r,chin_height,chin_pointedness_angle,chin_width,columella_hang_below_ala,columella_length,cupid_bow_drop,cupid_bow_peak_asym,eb_arch_asym,eb_arch_l,eb_arch_mean,eb_arch_r,eb_inter_distance,eb_lateral_thickness_asym,eb_lateral_thickness_l,eb_lateral_thickness_mean,eb_lateral_thickness_r,eb_medial_flare_l,eb_medial_flare_mean,eb_medial_flare_r,eb_position_asym,eb_position_l,eb_position_mean,eb_position_r,eb_thickness_asym,eb_thickness_l,eb_thickness_mean,eb_thickness_r,eye_area_asym,eye_area_l,eye_area_mean,eye_area_r,eye_epicanthus_angle_asym,eye_epicanthus_angle_l,eye_epicanthus_angle_mean,eye_epicanthus_angle_r,eye_fissure_aspect_l,eye_fissure_aspect_mean,eye_fissure_aspect_r,eye_fissure_fill_l,eye_fissure_fill_mean,eye_fissure_fill_r,eye_fissure_height_asym,eye_fissure_height_l,eye_fissure_height_mean,eye_fissure_height_r,eye_fissure_length_asym,eye_fissure_length_l,eye_fissure_length_mean,eye_fissure_length_r,eye_fissure_slant_asym,eye_fissure_slant_l,eye_fissure_slant_mean,eye_fissure_slant_r,eye_lower_lid_to_iris_asym,eye_lower_lid_to_iris_l,eye_lower_lid_to_iris_mean,eye_lower_lid_to_iris_r,eye_upper_lid_to_iris_asym,eye_upper_lid_to_iris_l,eye_upper_lid_to_iris_mean,eye_upper_lid_to_iris_r,face_aspect_ratio,face_asymmetry,face_roundness,face_triangularity,face_width_uniformity,forehead_height,forehead_taper_ratio,forehead_width_mid,forehead_width_upper,gaze_asym_norm,gaze_asym_x,gaze_asym_y,hairline_height,inter_canthal_distance,inter_pupillary_distance,iris_offset_x_l,iris_offset_x_r,iris_offset_y_l,iris_offset_y_r,jaw_bigonial_width,jaw_to_forehead_ratio,lip_midline_x_std,lip_outer_to_inner_area,lower_lip_eversion,lower_vermilion_height,malar_bulge_asym,malar_bulge_l,malar_bulge_mean,malar_bulge_r,midface_width,mouth_corner_drop,mouth_opening,mouth_tenting,mouth_triangularity,mouth_upper_curvature_c2,mouth_upper_fit_residual,mouth_width,nasolabial_angle,nose_ala_height_asym,nose_ala_height_l,nose_ala_height_mean,nose_ala_height_r,nose_base_width,nose_bridge_length,nose_bridge_width,nose_length,nose_tip_elevation,nose_tip_midline_dent,nose_tip_to_bridge_ratio,nose_tip_width,nose_to_face_area_ratio,nostril_region_area,outer_canthal_distance,philtrum_length,philtrum_width,upper_lip_eversion,upper_vermilion_height,vermilion_total
3-Methylglutaconic aciduria,-2.771813837477138,-22.726979125414793,-0.04402702688000828,-0.2595250226213327,2.0484877365423295,2.293302052867034,2.7216101411453515,24.76242022354568,-3.138543317692651,2.028131792772164,-1.3832982390882675,0.9775302944467842,-0.25992564683738806,-0.8963269830341569,-13.779529500813343,-15.61617085481737,-13.613109195824277,-28.605026214641466,-0.10164391265986869,-1.2722391085052556,-0.518960327685734,0.7316661073820095,-0.6253658235257471,-0.1428507481846847,0.2321512614634285,0.9204041075158346,-20.84447949527253,-20.57279348133035,-19.74817441398218,-0.18882983865444758,-13.029758198063938,-14.069323846805004,-1.8295201093393096,-0.98443463353827,-1.3914618900721412,-1.2640484469496345,-1.0925689392846798,-0.8074779640177578,0.15523726883419872,-0.4772200466996458,-1.21725262270153,0.2037033338940581,-0.07217568796385475,-0.4004030830871081,0.11319066676330249,-0.2965119823610136,-0.8212649656067605,-1.37803289240357,-0.5401637471298428,-0.5824641034541624,-0.62176858099871,-0.757192650692457,-2.9709232576934532,-2.497144882229256,-0.9079744828986828,0.4142971685561968,0.7964163239054366,0.063060576949755,-0.5654314884163647,-1.6623222219679272,4.195055393373563,1.0715043095472954,0.6996847668287764,0.0380899961632779,-2.613578863944716,-0.8579538244402791,-0.8221949635870262,2.283148191138801,-0.15470701380380308,2.5048660987862674,0.49883464140284023,-0.14770715131050535,25.41094340611269,-15.586943650850687,-3.086302619657044,-3.696899091899861,4.716004414144329,-14.895862632847438,1.9810610015326247,25.557108710922012,-29.023082841332727,-18.913943641648448,0.1366483786194593,-12.830829640881273,-11.94584443895124,-3.3360342906329046,12.053139022359533,14.091112830478181,-1.2315313277667346,-0.04235557843528021,-3.1287005757656394,-3.546005041388033,-0.6046163755909382,-0.1622639627752888,13.244926424656937,1.6453246807382003,-1.0253972100379134,-21.479480698345853,-17.18409176068919,-21.24261759708536,-21.489884431858194,-14.344073978705573,-19.714645624500637,-0.03715397861186641,-0.4512148285319667,-0.80628339585344,-2.9434321135779364,-2.8554075173462063,-2.7270388934953886,-3.3745599975599694,1.217543884578106,-23.014877057569027,0.678163097802607,-2.0715763645145593,-0.22753392545649476,-1.8395072491983886,-14.11712776045727,-1.7918600855573903,-1.69042408575681,-23.955456042213257,2.9827404297246205,-26.350057256977173,-12.81630709736475,-13.210337806764501,-12.703323819060744
3MC syndrome,0.7196802646014595,-0.20470921322330551,-1.065234129328418,-4.039566473197627,-22.296578547462296,-0.8654565834339848,-0.043584272214370105,24.30116030756863,-23.791026895476897,-1.3780700502250862,0.7919600186954021,26.44107248705993,-0.15726813015714552,-13.934122762127135,34.776443400706256,37.66802174897293,33.263835023233106,36.99621596342147,-3.8707945619308495,2.7713198542647777,40.96054504648904,22.964571508025664,-4.601248703651057,-4.367069173875972,-3.7406568616610034,-2.1130188291971432,37.77661233219632,38.65093507678414,39.17253850825577,-3.0625752485001,34.22112062308471,45.8444338253156,41.008088094481025,-2.286334497568525,1.2427838959315214,1.3074784512631454,1.3365269842032974,-11.281645433931347,0.48449663329363557,0.0886940397883606,-0.24915394584476255,-0.012584588552225728,-0.4692815118829084,-1.0231469730189706,-0.05104319555302079,-0.5615305219454662,-1.1597768426505368,-0.9815925980506682,0.6955601975916464,0.48531580100082516,0.3043933724273637,-4.00869576109738,3.118416287194191,15.338747566226196,15.729791251016845,0.5640161285043226,-20.83311137394636,-21.594046363803827,-16.473364329778295,-2.093792839713143,8.544831542923156,7.6553322601738225,4.681377589176073,0.13037199349885284,-3.3706819664470955,-2.93126155492545,-0.6743772538130741,-3.8828751388442466,-4.023176175893398,-1.1899799400020152,31.764220449460606,3.0073554660128554,0.15636782264510632,18.278679561210375,33.72648711427637,33.48080340275848,4.156465597268425,-21.532683344482486,15.534230877060324,0.15788585873910266,34.05179299655989,37.82391192617654,10.921521080345867,-1.5289868426742066,2.2709851226382436,16.56079778917931,-26.86407519980784,-32.81228684319647,-16.93816670609093,34.252861720321995,14.105227616366573,12.003077180323524,-1.4821226380788692,-2.8740482034619346,-29.250674586689197,-0.19657031878164113,3.572441605065043,-0.11101593118966657,-22.645207779258186,0.46652247589699086,0.16323637249867842,1.1580010145518125,-0.2516341065558387,-2.010640488881516,4.157386281044186,-1.704898335111259,13.993848402680682,14.493539188129342,14.711336933931848,-1.042345329994075,-1.1273940949402135,25.736508438620337,13.11694806496262,3.0450186144689777,25.167988722635098,-3.9103855962114618,0.7764835633256046,-0.01141485315110121,0.09174050777682434,32.738683433309504,-1.555693759903868,-1.5559535343520872,13.14520436802013,12.353474650594457,12.804476815819573
ACHONDROPLASIA; ACH,-0.6564400375716783,-0.8595312716867722,0.7989200167836732,-3.2347821753772785,-3.314572905727374,0.10851162424422184,-1.4744636292806585,2.1472971400268497,-2.56981608934716,0.24301935518539255,-0.1563038209753111,1.886830025653727,-1.9397714429385113,-2.5376154757631975,-2.1029230362074833,-2.458732460859765,-2.1786224251094404,2.658447804596403,-0.5851259054057689,-0.7904968620653761,1.2782316178503101,2.012465105673513,0.579378666429322,0.4805351302310236,0.33795769306914397,-0.44715805731888586,-3.3471196656341373,-3.1854779153335255,-2.996170834076966,-1.5746442632235433,0.7903860660815134,3.018884382959508,3.5607676792973013,-2.3676951088556963,4.154819577485385,4.386923198332196,4.46645223599248,-2.065819271751197,3.443135952238066,2.9522747089356547,2.3176605453883736,3.3411089208818043,3.070055727806963,2.693425195553574,3.420277451240547,3.0406227728567012,2.522400873680828,-2.539534179667528,3.8258617458854864,3.839996746027578,3.8666674100734135,-0.8893878900178546,2.4444806235276766,4.153436645912981,4.405227076172872,-0.5373023151400531,0.05555044561922706,-0.10448464339840287,-0.2662794678738823,-1.2394923808402383,0.38146001062584217,0.2181228144808973,0.05780396803796121,0.06615672953981283,-0.03450307163121268,-0.004424309215600385,0.03346146425569754,-1.2971677369386347,-1.0760882363423094,-1.7896437570185983,4.429341207137066,16.848577658613127,18.333318688884255,3.1372287349273513,5.931035527581057,5.788869664675608,0.5349940468867023,-1.6904873361413904,1.6426880588521424,18.35840516747907,3.9144059521883934,5.346220410579827,-1.0432374535235045,-2.616136600642853,-13.522886859407809,-3.9752462926333045,-0.9227216498515698,-3.9675270821759723,-1.242526090069258,1.671651887561061,-2.317480486990299,-2.526445918342186,0.7404222532908639,-2.5439348592703075,-4.881527843356135,0.14845213580584105,3.4979301634529953,-2.192508218116717,-1.0588063387572888,-1.8373594748476714,-2.0386888660281706,-1.7470091113056117,-2.5675229180627386,1.3771182338996928,1.3912986516980184,-1.9769604649392005,0.39015373619765015,0.6088612956256871,0.8391986697231412,1.531868926629836,0.01538589921098608,4.138616569164767,0.660735615982477,0.06551569611535198,2.1025355924730795,-0.03236850119019756,2.167015157408956,1.1008291365613658,2.400978781591125,5.1702486372401735,1.3671775373538027,-2.3211033064944897,-2.538366183172164,-2.3992586280223365,-2.616622226886844
"ACROFACIAL DYSOSTOSIS 1, NAGER TYPE; AFD1",3.183376006051152,-3.2439783658286814,-17.812875780201054,-2.6543804728339255,-3.153064259601361,-0.04561201089783337,-18.370451159498757,4.029327011254605,-3.943423855321825,-3.175398976249945,1.1240244895345843,29.98147938550692,11.685774777045275,-3.9962411982628248,3.1291726703900813,2.6528942005930487,1.388114980508611,1.6398407004753215,-20.51955676661533,0.4291861943496733,23.630741018387088,3.5832479215575503,0.9780872288460113,1.628108027852906,2.0564458930191303,-0.8981242319186902,1.9661286970426932,1.7791447326839516,1.5669702789960902,-3.788842412906926,3.5048876397916304,25.40358414536999,17.850950023869654,-1.7264731234391724,0.18941726237307902,0.3250833010965656,0.4740563256524618,-3.318882579297794,1.7664668872585734,1.4031231984044419,1.0342628695332063,0.18369929606093122,-0.09178443297315876,-0.39503438433163623,0.2905105793821796,-0.049251112034401856,-0.413021099316561,-1.5482066225761282,0.17408024794693677,0.13574997315289547,0.09341680459227472,-12.846723132535978,0.2925595205836713,1.745864017089192,2.5669261269837196,-0.8336020285087545,-14.75511598713032,-16.46405454207661,-16.682040316850745,-2.267886246008827,0.689222737567087,0.37332191245362134,0.06617360830371347,0.018201063205398788,-0.05912381579651777,0.10567445090092586,0.3255273403143906,-2.2262955802873545,-3.749367769335601,0.08089471149194123,16.183353213934524,0.24666919864010636,2.51491770610748,2.26800927725257,15.001544330801819,4.438501448795705,34.528119555820425,-4.098642272186663,1.3330332811758279,2.487802458028982,-0.5154950018012463,2.940240950016194,1.79525931231106,-2.0507818407956915,-0.0791633912692696,0.2779514257998723,-4.320782984767453,-16.41116991688812,-1.228769384203437,0.9750627640517129,-0.15682076873444084,-0.14831603060173632,-13.40021938961787,-2.199386149778427,-2.972377867156059,1.0423608250706318,-0.8562828027424604,-3.680116818245791,-2.726538995331804,-3.022430670626209,-3.240241205689292,-1.9065152569318726,-1.7965420239741485,-2.0380750554620226,19.4626318690653,-0.06959282631526678,18.94562466159172,19.167922630394536,19.142216079447998,-2.156810462179546,-1.3207161471935267,3.428978387831451,3.8928469044766967,3.224944961439162,1.6430797859044863,-2.852355764462246,-0.18707060653709276,-0.3880486582387645,-0.22754764566116037,1.3086583531408138,41.38849511669892,-15.410952263987854,-0.4203556451499651,-1.0578476523368727,-0.5083009846362695
ACROMICRIC DYSPLASIA; ACMICD,16.137884689428954,34.05738917305695,-30.323066204978964,-1.2608779197815823,-2.2293722841298056,-0.5899307161136526,-3.660204361805518,3.3810820570269544,-38.39058104216174,-24.77173504396613,2.070505210596225,29.38968572831872,-0.02510965676576496,-3.9855796013600244,3.332316912347439,14.268820202456354,13.691775809530702,-2.009337917743026,-28.49908231914687,3.1477902779277187,40.753249977621195,14.970906399950234,0.262712839846787,1.9008289485999739,3.23043679827638,-1.177417503834496,31.83740270859261,31.32498743182275,29.736910340542554,-25.855555241584373,17.590126580665288,29.310658878673436,23.944470829044338,-0.4890930600705189,-2.348031879023711,-2.1174690198921415,-1.7312030576949848,-0.6781596541922509,2.702882710585944,2.8362057012889745,2.7529643634731973,-0.8013946558417395,-0.5741078183083709,-0.34588958679784554,-0.3452594663415079,-0.16902502839146558,-0.018038897083739944,2.705958800135662,-1.923373212171382,-1.6314513099482495,-1.3217083968616057,-24.606026201579958,-3.7259154078609824,-4.442382432737813,-3.59494567664429,0.2976655970240927,1.4507128937434266,0.05207176993222664,-1.255680379597685,2.5518597932906064,6.640767143168431,2.9528776179868257,3.284725615806874,-1.0697110373676395,-0.6408591807035054,-1.424742948600692,-2.087952414147175,-1.427639017617165,-16.498100131174166,14.215513586252484,29.743861512490287,-27.9531089601085,2.650216538967661,-3.5344857730316614,0.6384000619788989,-0.027404428543062385,4.219591272657045,38.12146555705173,4.034461124023397,2.6466805987510975,1.9992207738595447,-23.86109686641038,-3.4619193331120424,24.02995901511838,2.3258045547952166,4.101434182980015,-29.744371799877552,-3.7172752705383063,-18.434020714291442,27.55334381304862,32.463592532497394,31.786462842542495,-25.450830650690133,-0.4566953562706904,0.2246551216788007,0.5710307088819175,-3.64965392766801,3.1344764935355873,-3.9937937477757273,3.9510200444726835,3.5822954895932555,19.019408151531074,0.8059904489126426,-4.280323236491937,30.06094634491312,-1.386015542319306,15.998232266114265,15.165442576519805,4.461039208023812,-2.0894042420262555,-2.6625501256490955,-1.885856347255734,0.44445758091778864,3.0002750315043625,1.2697758535499597,0.5589726948134669,-0.4703768391653856,-1.9282805188041934,-2.54457208340007,-2.4817486102112074,2.1482204940360017,-1.2313069088065103,31.673655900652765,32.82698585372251,33.59311858561219
"AGENESIS OF CORPUS CALLOSUM, CARDIAC, OCULAR, AND GENITAL SYNDROME; ACOGS",-0.0954896687443448,-0.8980223139982325,-14.655949394245368,-1.2879845290254721,-1.0198790154459911,0.13579288249508117,0.14184940545895275,4.006349294007904,-1.2372782523401438,-1.3522533186808259,1.3754180665277693,2.950607852588269,-0.767957292821097,-1.407839971258967,-1.349339530645113,-2.8558681657707563,-3.4707370517211373,-0.09453198298028313,-2.7305157030806155,-1.678551625387038,-0.7199617903876026,0.8169284224386805,0.9179442025247536,1.8018743111726714,2.394473828408445,4.553537091609216,-2.2895636160219497,-2.8856222827734714,-3.343588079358232,-2.6351280296016704,0.11033673597697227,0.8836729227095367,1.0880762674020539,-0.15531890253777544,0.08441558567017633,0.1370851985300888,0.19198301686073327,-1.7594328809197688,-0.09828561376977211,-0.20871194854697653,-0.3115823575135684,-0.15294791390847112,-0.36131554524784076,-0.6068945611129792,-0.13228160218451843,-0.39658175144059327,-0.68027122403017,-0.08078957233716376,-0.015232309084754017,-0.05087442850228235,-0.08740521530892496,-2.014295979648301,0.20120433866673967,0.9996480988401382,1.523820447309384,-0.7258325559817733,-2.562463098846167,-2.876557692678233,-2.9056039454797364,-1.13063500620298,1.0943794763737145,1.0304131635004865,0.8549576495073982,0.42176809145435007,-0.6669113418045068,-0.7236042640194288,-0.7094282568515541,0.28053463361598396,-2.939319899583809,0.22759090057665243,2.3468892151300063,1.6756777671500336,14.979143618060595,0.3633277093184212,3.19022645002875,2.7787383010737705,5.2281594805263385,-1.0558239665451348,0.7117596113527086,14.957128436357506,0.13251939053388453,1.278671122269188,0.5058179934690902,-0.45595850732614557,-20.817320074046595,-20.836617728248168,-0.6840802759164618,-2.0267617065937897,-2.266539205320551,0.1872934273144058,0.46744761965714826,0.1528521684143817,-0.7448510198962657,-1.629510791402968,-1.3313685280152274,1.0065903004702483,0.5280594286897973,-0.4777784650941732,-2.5903801947574254,-0.0636754322771755,-0.3538057554122148,0.13576625859153998,-0.8337234740161453,-0.3715715176684351,3.4657066470106703,-1.6648389684319476,0.9553972399043632,1.13117747736099,1.2281491738902712,-1.04145185887279,-1.6382017374153999,1.2480276416093479,-1.0445928390554688,0.8334766030068698,0.13125980529131834,-1.027213466259678,-0.05155896822107519,-1.6603423055707827,0.3389535233124082,0.9766085699763246,4.055447521864731,-3.2234553817024136,-0.08850894114735708,0.07082156168221522,0.12670609738799687
AL KAISSI SYNDROME; ALKAS,-2.3890905869487318,18.099825938864246,1.1289166572214204,-0.5407479275787681,-2.096016344706344,-1.5303940317292029,-1.9262783591072898,1.8192530192243608,-14.359350043288346,2.1331337340878327,-2.6602418754977357,4.029452436055915,1.6083294992049326,1.609616829892159,3.871090593056528,4.607188630506305,4.011574394644348,25.691500217384938,-0.2627895968705871,2.025566687737428,15.638814679045277,0.7180236403811725,-3.483891723821247,-2.99668855397646,-2.2723244729840495,-1.496434348383874,0.19777791220948462,0.10397503994501518,0.0082898833937838,-0.8346712684741875,17.854614494771177,27.330638591422463,4.786135791275701,-0.33268711777437493,2.5717980079569025,2.2114790164679046,1.7693523589167957,-2.2946926999785635,2.0619107221822737,2.012375935791862,1.8492128695412189,1.9426402322919318,1.9801400881778817,1.8951953408289843,1.8827901651612085,1.9162635895667353,1.825930178776323,-0.5523516826878281,2.4187169806390463,2.1939119173019805,1.9392243634817503,-0.25526592365104234,2.484836473288249,2.10590131205803,0.637660712202259,-3.295063382607793,3.2776368355213923,3.6156640374398634,3.6272490062903486,-1.5867921240451972,-0.023774715197099266,-0.049230517539218054,-0.07457276430033845,0.011236330888524132,0.29156886120173797,0.3032341137317734,0.3087447460062029,-25.470604719492556,-0.7138656817403017,-3.2369538596617273,23.429437411944715,3.6020071949947288,4.552678505218285,17.064453249437154,16.824614894973518,17.79995597880304,2.7879517505432143,5.210530885192916,0.6302564643343546,4.52447333312654,27.745554117133036,2.897153181214662,-3.1363185196705863,2.2125135974739165,-13.314893234758085,-4.105634965329134,-2.5311554397409988,-15.635115189754758,-1.4253283156710115,0.3687153197009811,-1.1559102171371116,-1.1449550218914715,1.357166548626969,-0.5773865785832679,-30.52459179571677,-2.396526073961768,25.75424816323075,-16.43524103965468,-3.4121431973391974,-15.920658180678588,-16.059399430828776,-14.926439286286966,-3.695721225371275,3.5018262493507835,0.1411530226508162,1.795051411682691,4.2956668795365465,4.153625279765404,3.924702803638553,15.894390278702094,2.6728365507605663,26.359940329366495,3.758934002468286,-0.5377459728537888,30.302628424000122,2.478265366005504,17.425421900234795,16.679704386361852,25.05647671871469,17.16138138944922,0.1867435010921895,-14.185857041446475,-2.2890986806113656,-2.8170449062510516,-2.0330155939997803
AL-RAQAD SYNDROME; ARS,-3.1409909728596226,-15.309032001475206,0.15273861635392771,-3.613307634983318,1.3834030571538405,4.870509364250367,0.6487067774034071,2.858821401547555,-4.330760913999608,3.041864873847745,-2.4786178832159806,-0.7001538285165554,-1.6654480436571206,-1.236852233026371,0.21286681849502453,-0.8659617758531573,-2.043377432628101,-2.611439541771559,1.3997838119491208,-4.27743991783894,1.287858744436633,4.911818482185552,-3.5365903780547012,-4.100648434288139,-4.1677290150039035,5.022368000083908,-3.408623132226242,-2.8730478300923643,-2.1055352395079985,2.659124686310652,-4.658097064938889,-0.9085662139184063,3.436895992083999,-0.014401890189918078,1.0033493959131612,1.730802032667555,2.361036418741552,-1.3786534831455592,2.711658023142028,1.1646980826137834,-0.05564294993515482,2.3632288831325563,1.4635396810887875,0.5681765810346985,2.4575814943811247,1.2863227488269993,0.13579926813936843,-1.271469072030066,1.6332574182131114,1.7677968362537397,1.898209801708757,1.773188513625712,-1.7085411778606456,2.2407830767045707,4.618786695671513,3.168614834501731,2.858068183650613,2.536870932390518,1.8916584307390498,-2.280978081671634,0.735953846344584,0.519572114627984,0.2569400200472737,0.0904825386426627,-0.26334738708241273,-0.3037932168574845,-0.3325349073092116,0.4135639177936614,0.8585072720001197,0.12004418924709478,3.351572002159929,0.8723267649200912,20.021740443591025,-0.460541448654122,0.6024754177068145,0.4002517744156547,2.3253605389584058,-3.724924575494834,2.6286862765474583,20.12873716041268,-3.401902875781189,0.6435375208373231,-0.991386422698466,-14.264756229492006,-2.4268179784031516,-1.7302378453295968,0.1668695955640162,-0.11053134406972874,1.4486661933169513,-2.0101046959134115,-2.60827850215805,-2.975675675804397,0.6129955126256016,-4.462487687307832,0.32807814392511453,4.618487806856076,0.5283738775556502,-1.961060214917344,-1.3573116662771911,-1.710776179105891,-2.0345612404571756,-1.8697041921023865,-1.2924209830204725,0.22470895311060565,-1.9842603246530797,1.6812067726906768,-3.5705940333383666,-3.1906922920513177,-2.719593167841359,-0.31661440661515255,2.5972272638230374,-3.2563464591489106,0.8510678525052652,-2.781571295840223,1.6710665745712874,0.35653936790414215,-1.186519329059582,0.4025388188489679,0.31373033893705693,-0.09945868686180331,-4.531626964880266,-3.0098555411426977,-2.5340962267347975,-2.109969863156141,-2.7378840260182886
ALAZAMI SYNDROME; ALAZS,-1.0305027188644216,-1.5557181571217868,0.3171907126236206,-0.08517704290545017,-1.0259944104970402,-0.6403684467656605,-2.958469383706177,-0.5675638517367154,0.511901037447681,1.0070392450187333,-0.9191410681319196,16.700526511729407,2.1582571786400395,-2.4590814683356355,-3.950506712591261,-4.283867723879862,-3.630150299668003,0.6173003352665517,0.2647843036655545,-1.3503658151041613,-3.859747087817939,-0.8110295251864208,-0.1211510519488299,0.11631823642357784,0.36210916745308236,2.351284581667781,-4.732500470999979,-4.649828899266831,-4.537327505430231,-0.6876572170787101,-2.2630362279633025,-1.887284980307677,-0.4246110596004296,-1.7341977881471522,0.5989597632384077,0.4501422234223892,0.2854040999123402,-0.27974065490074557,-0.25763981847219203,-0.3908593495491304,-0.47808347193685097,0.08356240946397518,0.009208849458918436,-0.05991861339989217,0.001589703430889312,-0.06562878879817176,-0.13418894374285018,-1.6855915617396637,0.4372760948531579,0.30305605624415366,0.1724624702513547,-0.4048396337085848,1.4329679109467142,1.898692149602868,1.399369783150038,-2.5943015505598557,1.0681944057058685,0.7597176927973325,0.452360159873063,-1.494573527425083,-0.059360197671268,-0.22015448293743697,-0.3776573693823057,0.02317661389258824,-0.050561783585344904,0.01901647668473446,0.10241521316936755,-2.9992877452404136,-0.22678493977211853,-3.6794134817935626,0.7408095973050277,-1.8737110600865408,3.7870496768731767,1.0759105581507282,2.6066678313007463,2.4706734871093863,0.08656543638055453,-0.6217609082252411,1.5307222133713467,3.743326253167758,-0.3641734503998952,0.969066183261722,0.6395515018034191,0.08126815884025754,-2.0080603004727795,-1.4461558715397234,-14.154121976071199,-4.115927537117883,0.05256672833664529,0.40018082647421926,4.300669301097481,4.351632931500398,-0.2128228271964972,-0.4073822688840135,-2.0336143014510553,-0.03186094312877656,-1.4469875885164856,0.738634440907838,-0.5935918605668674,1.152945671095615,1.0528687454994745,0.5080126768244156,1.9344998541828906,0.13619943109484592,-0.47695786009699004,0.013938137680955207,2.87227708806426,2.8033091730110935,2.7600880965901893,2.773204375610386,0.8310741177617487,3.6963987594100556,-0.7317089767745277,-0.37014282439391905,1.9483675398296831,3.2107938571549393,4.050747866029963,2.060176152421515,4.003682632883938,1.2911288291156335,0.44696586811431727,0.9207818175869843,3.5999048874139508,2.7432149095188643,3.8513350098224644
ALLAN-HERNDON-DUDLEY SYNDROME; AHDS,0.021902966016377246,-0.04778786974805433,0.27960987919682484,-0.3120201206145651,1.9253709932758898,2.5007717117561468,-2.3406485757053153,0.471149646410613,0.617299684541869,-21.55996573684175,5.869785924106173,-1.189305898760318,4.390533266563756,-1.1731607540432896,2.260916031702134,3.2074743143894207,3.2702128909764547,-0.049939132344961404,1.7803207713046993,-0.5232040459906848,0.8457088773126586,1.2016824549794711,3.3473510397535633,2.6481462574413257,1.7101201096919834,16.21009342100929,0.48550238552613945,1.430481785864969,2.45071009241351,2.3463223792649663,0.5730912900958609,3.331247981937488,3.576846103402294,-0.6172265306947452,1.4913442572548026,1.8348117600103013,2.04785199083482,0.9794712608191352,3.2525008465922998,2.7190882429593386,1.8209877958168035,2.2030332006327775,2.104487119512541,1.8177461265582031,2.339974041556772,2.1755511625776203,1.7668012288470096,-1.5455541897469909,1.8638265535280776,2.0093958666968903,2.098725518527835,1.7343356509843284,-0.13072965621791968,0.5452362657177404,1.0871256261606637,2.2043525383090943,-1.1059995047844615,-1.3055709792396322,-1.3319413715899753,-1.488458764897213,-0.2476748199537527,-0.5648521201439591,-0.8500910469042432,0.10224018477479659,0.6797085837515923,0.9855996849045741,1.2674906979390037,-1.7809344831669147,2.550574967036562,-0.3149610128780973,-1.005255878275923,-3.1600454438308647,-1.4453013140959659,-2.1760437363422156,-0.18042235900838083,-0.5425116719976755,-2.2380993060007635,0.012097215555500047,2.332307467151817,-1.4215088907554825,0.9402097060299285,1.0805799382368018,-1.7910980687342328,-1.607912116662865,-2.949154018765567,-2.3848791299639687,-2.983657735201489,-0.5482072110553616,0.08957010866312033,-2.934355434388282,1.8576095863961684,2.2474111111372963,2.7183120373097798,-1.004639583257216,-0.8327937053162081,0.5899103386824109,-3.803070356938277,21.476707565974447,4.89253141721535,21.9561555205993,21.49456922450504,27.728445146322862,19.040471824182482,-4.083890301959028,-1.0065481197587407,-0.7560495048898191,4.963635825919084,5.1728020220749436,5.311536016023086,-5.04348434180079,-5.700458184560042,-1.87864218341424,-3.9966703009939777,5.64327223361081,-2.8594210746662925,-4.104179212575496,-3.6811182826085997,-5.126076332069377,1.2300048388622584,0.9261163093527034,4.279573973088793,2.079490402856802,3.2065389338334547,4.188772806567698,3.336628567158437
